,ASSETME,CORR,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2017-01-03 21:00:00+00:00,216.99,-0.3710077004015923,,0.0,,0.007650322201503856,,,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-03 21:00:00+00:00,2017-01,2017-01-03 14:31:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,1,[],0.0
2017-01-04 21:00:00+00:00,226.99,0.8591453061742023,0.0,0.0,0.0,0.01364482250735044,0.01909742201950923,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,[],2017-01-04 21:00:00+00:00,2017-01,2017-01-04 14:31:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,2,[],0.0
2017-01-05 21:00:00+00:00,226.75,0.676593308831697,0.0,0.0,0.0,0.0128395497495013,0.07089887594787442,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,"[{'id': '7455df22120e4e638269c3b9996d9821', 'dt': Timestamp('2017-01-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-05 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1894 [MSFT]), 'status': 0}]",2017-01-05 21:00:00+00:00,2017-01,2017-01-05 14:31:00+00:00,0.0,10000000.0,[],0.0,,0.0,0.0,0,,10000000.0,0.0,0.0,3,[],0.0
2017-01-06 21:00:00+00:00,229.01,0.3947026088857736,2.5732577251528506e-05,-3.2420000000144e-06,-0.00024731014745607186,0.016463046157883188,0.0581477278431374,4.172503561721864e-05,-62872.42,9937127.58,62840.0,62840.0,0.0,0.006284020372794049,62840.0,62840.0,1,-3.241999999943346e-06,0.006284020372794049,0.006284020372794049,"[{'id': '7455df22120e4e638269c3b9996d9821', 'dt': Timestamp('2017-01-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-05 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 1000, 'commission': 1.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1894 [MSFT]), 'status': 1}]",2017-01-06 21:00:00+00:00,2017-01,2017-01-06 14:31:00+00:00,-32.419999999925494,9999967.58,"[{'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.87242, 'last_sale_price': 62.84}]",-3.2420000000144e-06,-7.937253933193772,0.0,0.0,0,-7.937253933193771,10000000.0,0.0,0.0,4,"[{'amount': 1000, 'dt': Timestamp('2017-01-06 21:00:00+0000', tz='UTC'), 'price': 62.87142, 'order_id': '7455df22120e4e638269c3b9996d9821', 'sid': Equity(1894 [MSFT]), 'commission': None}]",0.0
2017-01-09 21:00:00+00:00,231.28,0.8143749802290328,0.00013804307243189096,-2.3242000000034402e-05,-0.002075629975182563,0.013107974002117606,0.07275331500138128,0.001371462315157564,0.0,9937127.58,62640.0,62640.0,0.0,0.006264145591271832,62640.0,62640.0,1,-2.3242000000038844e-05,0.006284020372794049,0.006264145591271832,[],2017-01-09 21:00:00+00:00,2017-01,2017-01-09 14:31:00+00:00,-200.0,9999767.58,"[{'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.87242, 'last_sale_price': 62.64}]",-2.0000064840264287e-05,-8.48575772267024,0.0,0.0,0,-8.143787556754138,9937127.58,62840.0,62840.0,5,[],0.0
2017-01-10 21:00:00+00:00,229.87,0.3740196933235665,0.0001246567020594073,-2.5242000000091913e-05,-0.0017304253199991921,0.013107974002117606,0.06724534257436418,0.0012199088596846668,0.0,9937127.58,62620.00000000001,62620.00000000001,0.0,0.006262158069393988,62620.00000000001,62620.00000000001,1,-2.5242000000105235e-05,0.006284020372794049,0.006262158069393988,"[{'id': '3a40a84ec0a041d9a59c3414bf546322', 'dt': Timestamp('2017-01-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-10 21:00:00+0000', tz='UTC'), 'amount': -1000, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1894 [MSFT]), 'status': 0}]",2017-01-10 21:00:00+00:00,2017-01,2017-01-10 14:31:00+00:00,-20.0,9999747.58,"[{'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.87242, 'last_sale_price': 62.620000000000005}]",-2.0000464850955524e-06,-8.504706591391104,0.0,0.0,0,-8.034910901226183,9937127.58,62640.0,62640.0,6,[],0.0
2017-01-11 21:00:00+00:00,229.73000000000002,-0.7355471819059461,0.00036584150622684836,2.849849999986276e-05,0.00012624449053310813,0.015971012028732856,0.06150845458510773,0.0015711227342766847,63157.405,10000284.985,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.5242000000105235e-05,0.006284020372794049,0.0,"[{'id': '3a40a84ec0a041d9a59c3414bf546322', 'dt': Timestamp('2017-01-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-10 21:00:00+0000', tz='UTC'), 'amount': -1000, 'filled': -1000, 'commission': 1.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1894 [MSFT]), 'status': 1}]",2017-01-11 21:00:00+00:00,2017-01,2017-01-11 14:31:00+00:00,537.4049999993294,10000284.985,[],5.3741856551825506e-05,2.8044680843732825,0.0,0.0,0,8.398910827449825,9937127.58,62620.00000000001,62620.00000000001,7,"[{'amount': -1000, 'dt': Timestamp('2017-01-11 21:00:00+0000', tz='UTC'), 'price': 63.158405, 'order_id': '3a40a84ec0a041d9a59c3414bf546322', 'sid': Equity(1894 [MSFT]), 'commission': None}]",0.0
2017-01-12 21:00:00+00:00,229.59,0.90395785977747,0.00033947335382931255,2.849849999986276e-05,0.00028988712287344884,0.013421212630816193,0.06295411830013523,0.0014402895310953675,0.0,10000284.985,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.5242000000105235e-05,0.006284020372794049,0.0,[],2017-01-12 21:00:00+00:00,2017-01,2017-01-12 14:31:00+00:00,0.0,10000284.985,[],0.0,2.6445138167886966,0.0,0.0,0,7.856461684595819,10000284.985,0.0,0.0,8,[],0.0
2017-01-13 21:00:00+00:00,237.75,-0.8584355832479436,0.00031810727944628906,2.849849999986276e-05,0.00017489136183914867,0.01574740215219861,0.05897968822125273,0.0014180272663425115,0.0,10000284.985,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.5242000000105235e-05,0.006284020372794049,0.0,"[{'id': '2afdf1ca970c4109b6de1a9e588c6077', 'dt': Timestamp('2017-01-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-13 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': 0}]",2017-01-13 21:00:00+00:00,2017-01,2017-01-13 14:31:00+00:00,0.0,10000284.985,[],0.0,2.5085652479555183,0.0,0.0,0,7.407143111079987,10000284.985,0.0,0.0,9,[],0.0
2017-01-17 21:00:00+00:00,235.58,0.2464216428117871,0.00030927812283472656,1.6619499999981358e-05,-9.73917345071363e-05,0.012168720119899001,0.061572301297599816,0.0016832828204342081,-235698.79000000004,9764586.195,235580.0,235580.0,0.0,0.023557608484325795,235580.0,235580.0,1,-2.5242000000105235e-05,0.023557608484325795,0.023557608484325795,"[{'id': '2afdf1ca970c4109b6de1a9e588c6077', 'dt': Timestamp('2017-01-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-13 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 1000, 'commission': 1.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': 1}]",2017-01-17 21:00:00+00:00,2017-01,2017-01-17 14:31:00+00:00,-118.78999999910593,10000166.195,"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 235.58}]",-1.187866147589478e-05,1.3542869009776393,0.0,0.0,0,3.539747299492513,10000284.985,0.0,0.0,10,"[{'amount': 1000, 'dt': Timestamp('2017-01-17 21:00:00+0000', tz='UTC'), 'price': 235.69779000000003, 'order_id': '2afdf1ca970c4109b6de1a9e588c6077', 'sid': Equity(2862 [TSLA]), 'commission': None}]",0.0
2017-01-18 21:00:00+00:00,238.36,-0.5421019465483828,0.0013547795413603179,0.0002946194999999818,0.0055957856637730286,0.014405280889116856,0.05860552238213495,0.0035018454883191876,0.0,9764586.195,238360.0,238360.0,0.0,0.023828979517968904,238360.0,238360.0,1,-2.5242000000105235e-05,0.023828979517968904,0.023828979517968904,[],2017-01-18 21:00:00+00:00,2017-01,2017-01-18 14:31:00+00:00,2780.0,10002946.195,"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 238.36}]",0.0002779953798557333,4.98191413585592,0.0,0.0,0,59.82374421096298,9764586.195,235580.0,235580.0,11,[],0.0
2017-01-19 21:00:00+00:00,243.76,0.38309527112626823,0.0026826034885907768,0.0008346194999999668,0.02016870040666323,0.010647341352488349,0.060414054272418236,-0.01179894616761351,0.0,9764586.195,243760.0,243760.0,0.0,0.024355672280978687,243760.0,243760.0,1,-2.5242000000105235e-05,0.024355672280978687,0.024355672280978687,[],2017-01-19 21:00:00+00:00,2017-01,2017-01-19 14:31:00+00:00,5400.0,10008346.195,"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 243.76}]",0.0005398409523285075,6.532313034393403,0.0,0.0,0,162.2282475849427,9764586.195,238360.0,238360.0,12,[],0.0
